;;;;;;;Klassifikation der Berufe 2010 – überarbeitete Fassung 2020;
;;;;;;;;
Umsteigeschlüssel von der Klassifikation der Berufe 2010 – überarbeitete Fassung 2020 (5-Steller) zur ISCO-08 (4-Steller);;;;;;;;
;;;;;;;;
"KldB 2010
(5-Steller)";Bezeichnungen der KldB2010 (5-Steller);Classification title (English);"ISCO-08
(4-Steller)";Bezeichnungen der ISCO-08 (4-Steller);Unit Group (English);"Umstieg eindeutig (1);
nicht eindeutig (0)";"Schwerpunkt (1) und 
Anzahl der Alternativen";
26122;Berufe in der Automatisierungstechnik - fachlich ausgerichtete Tätigkeiten;Occupations in automation and control technology-skilled tasks;7421;Elektroniker und Elektronik-Servicetechniker;Electronics mechanics and servicers;1;1;
26123;Berufe in der Automatisierungstechnik - komplexe Spezialistentätigkeiten;Occupations in automation and control technology-complex tasks;3114;Techniker im Bereich Elektronik;Electronics engineering technicians;1;1;
26124;Berufe in der Automatisierungstechnik - hoch komplexe Tätigkeiten;Occupations in automation and control technology-highly complex tasks;2152;Ingenieure im Bereich Elektronik;Electronics engineers;1;1;
26193;Aufsichtskräfte - Mechatronik und Automatisierungstechnik;Supervisors in mechatronics and automation and control technology;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
26212;Berufe in der Bauelektrik - fachlich ausgerichtete Tätigkeiten;Electricians in construction-skilled tasks;7411;Bauelektriker und verwandte Berufe;Building and related electricians;1;1;
26213;Berufe in der Bauelektrik - komplexe Spezialistentätigkeiten;Electricians in construction-complex tasks;3113;Elektrotechniker;Electrical engineering technicians;1;1;
26222;Berufe in der Elektromaschinentechnik - fachlich ausgerichtete Tätigkeiten;Technical occupations in maintenance of electric machines-skilled tasks;7412;Elektromechaniker und verwandte Berufe;Electrical mechanics and fitters;1;1;
26223;Berufe in der Elektromaschinentechnik - komplexe Spezialistentätigkeiten;Technical occupations in maintenance of electric machines-complex tasks;3113;Elektrotechniker;Electrical engineering technicians;1;1;
26232;Berufe in der Energie- und Kraftwerkstechnik - fachlich ausgerichtete Tätigkeiten;Technical occupations in energy and power plant technology-skilled tasks;7421;Elektroniker und Elektronik-Servicetechniker;Electronics mechanics and servicers;1;1;
26233;Berufe in der Energie- und Kraftwerkstechnik - komplexe Spezialistentätigkeiten;Technical occupations in energy and power plant technology-complex tasks;3131;Steuerer von Energieerzeugungsanlagen;Power production plant operators;1;1;
26234;Berufe in der Energie- und Kraftwerkstechnik - hoch komplexe Tätigkeiten;Technical occupations in energy and power plant technology-highly complex tasks;2151;Ingenieure im Bereich Elektrotechnik;Electrical engineers;1;1;
26242;Berufe in der regenerativen Energietechnik - fachlich ausgerichtete Tätigkeiten;Occupations in renewable energy technology-skilled tasks;7412;Elektromechaniker und verwandte Berufe;Electrical mechanics and fitters;1;1;
26243;Berufe in der regenerativen Energietechnik - komplexe Spezialistentätigkeiten;Occupations in renewable energy technology-complex tasks;3113;Elektrotechniker;Electrical engineering technicians;1;1;
26244;Berufe in der regenerativen Energietechnik - hoch komplexe Tätigkeiten;Occupations in renewable energy technology-highly complex tasks;2151;Ingenieure im Bereich Elektrotechnik;Electrical engineers;1;1;
26252;Berufe in der elektrischen Betriebstechnik - fachlich ausgerichtete Tätigkeiten;Occupations in installing and maintaining electrical machines and equipment in plants-skilled tasks;7412;Elektromechaniker und verwandte Berufe;Electrical mechanics and fitters;1;1;
26253;Berufe in der elektrischen Betriebstechnik - komplexe Spezialistentätigkeiten;Occupations in installing and maintaining electrical machines and equipment in plants-complex tasks;3113;Elektrotechniker;Electrical engineering technicians;1;1;
26262;Berufe in der Leitungsinstallation und -wartung - fachlich ausgerichtete Tätigkeiten;Occupations in installing and servicing electrical cables-skilled tasks;7413;Elektroleitungsinstallateure und Wartungspersonal;Electrical line installers and repairers;1;1;
26263;Berufe in der Leitungsinstallation und -wartung - komplexe Spezialistentätigkeiten;Occupations in installing and servicing electrical cables-complex tasks;3113;Elektrotechniker;Electrical engineering technicians;1;1;
26264;Berufe in der Leitungsinstallation und -wartung - hoch komplexe Tätigkeiten;Occupations in installing and servicing electrical cables-highly complex tasks;2151;Ingenieure im Bereich Elektrotechnik;Electrical engineers;1;1;
26293;Aufsichtskräfte - Energietechnik;Supervisors in energy technology;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
26301;Berufe in der Elektrotechnik (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in electrical engineering (without specialisation)-unskilled/semiskilled tasks;8212;Berufe der Montage von elektrischen und elektronischen Geräten;Electrical and electronic equipment assemblers;0;1;
26301;Berufe in der Elektrotechnik (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in electrical engineering (without specialisation)-unskilled/semiskilled tasks;9329;Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt;Manufacturing labourers not elsewhere classified;0;4;
26301;Berufe in der Elektrotechnik (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in electrical engineering (without specialisation)-unskilled/semiskilled tasks;9313;Hilfsarbeiter im Hochbau;Building construction labourers;0;3;
26301;Berufe in der Elektrotechnik (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in electrical engineering (without specialisation)-unskilled/semiskilled tasks;7422;Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik;Information and communications technology installers and servicers;0;2;
26302;Berufe in der Elektrotechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten;Occupations in electrical engineering (without specialisation)-skilled tasks;7421;Elektroniker und Elektronik-Servicetechniker;Electronics mechanics and servicers;1;1;
26303;Berufe in der Elektrotechnik (ohne Spezialisierung) - komplexe Spezialistentätigkeiten;Occupations in electrical engineering (without specialisation)-complex tasks;3113;Elektrotechniker;Electrical engineering technicians;0;1;
26303;Berufe in der Elektrotechnik (ohne Spezialisierung) - komplexe Spezialistentätigkeiten;Occupations in electrical engineering (without specialisation)-complex tasks;3114;Techniker im Bereich Elektronik;Electronics engineering technicians;0;2;
26304;Berufe in der Elektrotechnik (ohne Spezialisierung) - hoch komplexe Tätigkeiten;Occupations in electrical engineering (without specialisation)-highly complex tasks;2152;Ingenieure im Bereich Elektronik;Electronics engineers;0;2;
26304;Berufe in der Elektrotechnik (ohne Spezialisierung) - hoch komplexe Tätigkeiten;Occupations in electrical engineering (without specialisation)-highly complex tasks;2151;Ingenieure im Bereich Elektrotechnik;Electrical engineers;0;1;
26312;Berufe in der Informations- und Telekommunikationstechnik - fachlich ausgerichtete Tätigkeiten;Occupations in information and telecommunication technology-skilled tasks;7422;Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik;Information and communications technology installers and servicers;1;1;
26313;Berufe in der Informations- und Telekommunikationstechnik - komplexe Spezialistentätigkeiten;Occupations in information and telecommunication technology-complex tasks;3114;Techniker im Bereich Elektronik;Electronics engineering technicians;0;2;
26313;Berufe in der Informations- und Telekommunikationstechnik - komplexe Spezialistentätigkeiten;Occupations in information and telecommunication technology-complex tasks;3522;Telekommunikationstechniker;Telecommunications engineering technicians;0;1;
26314;Berufe in der Informations- und Telekommunikationstechnik - hoch komplexe Tätigkeiten;Occupations in information and telecommunication technology-highly complex tasks;2152;Ingenieure im Bereich Elektronik;Electronics engineers;0;2;
26314;Berufe in der Informations- und Telekommunikationstechnik - hoch komplexe Tätigkeiten;Occupations in information and telecommunication technology-highly complex tasks;2153;Ingenieure im Bereich Telekommunikationstechnik;Telecommunications engineers;0;1;
26322;Berufe in der Mikrosystemtechnik - fachlich ausgerichtete Tätigkeiten;Occupations in microsystems technology-skilled tasks;8189;Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt;Stationary plant and machine operators not elsewhere classified;1;1;
26323;Berufe in der Mikrosystemtechnik - komplexe Spezialistentätigkeiten;Occupations in microsystems technology-complex tasks;3114;Techniker im Bereich Elektronik;Electronics engineering technicians;1;1;
26324;Berufe in der Mikrosystemtechnik - hoch komplexe Tätigkeiten;Occupations in microsystems technology-highly complex tasks;2152;Ingenieure im Bereich Elektronik;Electronics engineers;1;1;
26332;Berufe in der Luftverkehrs-, Schiffs- und Fahrzeugelektronik - fachlich ausgerichtete Tätigkeiten;Occupations in aeronautic, naval, and automotive electronics-skilled tasks;7421;Elektroniker und Elektronik-Servicetechniker;Electronics mechanics and servicers;1;1;
26333;Berufe in der Luftverkehrs-, Schiffs- und Fahrzeugelektronik - komplexe Spezialistentätigkeiten;Occupations in in aeronautic, naval, and automotive electronics-complex tasks;3114;Techniker im Bereich Elektronik;Electronics engineering technicians;1;1;
26334;Berufe in der Luftverkehrs-, Schiffs- und Fahrzeugelektronik - hoch komplexe Tätigkeiten;Occupations in in aeronautic, naval, and automotive electronics-highly complex tasks;2152;Ingenieure im Bereich Elektronik;Electronics engineers;1;1;
26382;Berufe in der Elektrotechnik (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten;Occupations in electrical engineering (with specialisation, not elsewhere classified)-skilled tasks;7421;Elektroniker und Elektronik-Servicetechniker;Electronics mechanics and servicers;1;1;
26383;Berufe in der Elektrotechnik (sonstige spezifische Tätigkeitsangabe) - komplexe Spezialistentätigkeiten;Occupations in electrical engineering (with specialisation, not elsewhere classified)-complex tasks;3114;Techniker im Bereich Elektronik;Electronics engineering technicians;1;1;
26384;Berufe in der Elektrotechnik (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten;Occupations in electrical engineering (with specialisation, not elsewhere classified)-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
26393;Aufsichtskräfte - Elektrotechnik;Supervisors in electrical engineering;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
27103;Berufe in der technischen Forschung und Entwicklung (ohne Spezialisierung) - komplexe Spezialistentätigkeiten;Occupations in technical research and development (without specialisation)-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
27104;Berufe in der technischen Forschung und Entwicklung (ohne Spezialisierung) - hoch komplexe Tätigkeiten;Occupations in technical research and development (without specialisation)-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
27182;Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten;Occupations in technical research and development (with specialisation, not elsewhere classified)-skilled tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
27183;Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - komplexe Spezialistentätigkeiten;Occupations in technical research and development (with specialisation, not elsewhere classified)-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
27184;Berufe in der technischen Forschung und Entwicklung (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten;Occupations in technical research and development (with specialisation, not elsewhere classified)-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
27194;Führungskräfte - Technische Forschung und Entwicklung;Managers in technical research and development;1223;Führungskräfte in Forschung und Entwicklung;Research and development managers;1;1;
27212;Technische Zeichner/innen - fachlich ausgerichtete Tätigkeiten;Draftspersons-skilled tasks;3118;Technische Zeichner;Draughtspersons;1;1;
27223;Berufe in der Konstruktion und im Gerätebau - komplexe Spezialistentätigkeiten;Occupations in technical design and apparatus building-complex tasks;3118;Technische Zeichner;Draughtspersons;1;1;
27224;Berufe in der Konstruktion und im Gerätebau - hoch komplexe Tätigkeiten;Occupations in technical design and apparatus building-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
27232;Berufe im Modellbau - fachlich ausgerichtete Tätigkeiten;Model makers-skilled tasks;7522;Möbeltischler und verwandte Berufe;Cabinet-makers and related workers;0;2;
27232;Berufe im Modellbau - fachlich ausgerichtete Tätigkeiten;Model makers-skilled tasks;7222;Werkzeugmechaniker und verwandte Berufe;Toolmakers and related workers;0;1;
27282;Technisches Zeichnen, Konstruktion und Modellbau (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete Tätigkeiten;Technical draftspersons, engineering designers and model makers (with specialisation, not elsewhere classified)-skilled tasks;7522;Möbeltischler und verwandte Berufe;Cabinet-makers and related workers;1;1;
27283;Technisches Zeichnen, Konstruktion und Modellbau (sonstige spezifische Tätigkeitsangabe) - komplexe Spezialistentätigkeiten;Technical draftspersons, engineering designers and model makers (with specialisation, not elsewhere classified)-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
27284;Technisches Zeichnen, Konstruktion und Modellbau (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten;Technical draftspersons, engineering designers and model makers (with specialisation, not elsewhere classified)-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
27293;Aufsichtskräfte - Technisches Zeichnen, Konstruktion und Modellbau;Supervisors in technical drawing, engineering design and model making;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
27294;Führungskräfte - Technisches Zeichnen, Konstruktion und Modellbau;Managers in technical drawing, engineering design and model making;1349;Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt;Professional services managers not elsewhere classified;1;1;
27302;Berufe in der technischen Produktionsplanung und -steuerung - fachlich ausgerichtete Tätigkeiten;Technical occupations in production planning and scheduling-skilled tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
27303;Berufe in der technischen Produktionsplanung und -steuerung - komplexe Spezialistentätigkeiten;Technical occupations in production planning and scheduling-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;0;1;
27303;Berufe in der technischen Produktionsplanung und -steuerung - komplexe Spezialistentätigkeiten;Technical occupations in production planning and scheduling-complex tasks;3139;Techniker in der Prozesssteuerung, anderweitig nicht genannt;Process control technicians not elsewhere classified;0;2;
27304;Berufe in der technischen Produktionsplanung und -steuerung - hoch komplexe Tätigkeiten;Technical occupations in production planning and scheduling-highly complex tasks;2141;Wirtschafts- und Produktionsingenieure;Industrial and production engineers;1;1;
27312;Berufe in der technischen Qualitätssicherung - fachlich ausgerichtete Tätigkeiten;Technical occupations in quality control-skilled tasks;7543;Produkttester und -klassierer (ohne Nahrungsmittel und Getränke);Product graders and testers (except foods and beverages);1;1;
27313;Berufe in der technischen Qualitätssicherung - komplexe Spezialistentätigkeiten;Technical occupations in quality control-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
27314;Berufe in der technischen Qualitätssicherung - hoch komplexe Tätigkeiten;Technical occupations in quality control-highly complex tasks;2141;Wirtschafts- und Produktionsingenieure;Industrial and production engineers;1;1;
27393;Aufsichtskräfte - Technische Produktionsplanung und -steuerung;Supervisors in production planning and scheduling;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
27394;Führungskräfte - Technische Produktionsplanung und -steuerung;Managers in production planning and scheduling;1321;Führungskräfte in der Produktion bei der Herstellung von Waren;Manufacturing managers;1;1;
28101;Berufe in der Textiltechnik (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in textile making (without specialisation)-unskilled/semiskilled tasks;9329;Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt;Manufacturing labourers not elsewhere classified;1;1;
28102;Berufe in der Textiltechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten;Occupations in textile making (without specialisation)-skilled tasks;8151;Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen;Fibre preparing, spinning and winding machine operators;0;2;
28102;Berufe in der Textiltechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten;Occupations in textile making (without specialisation)-skilled tasks;8152;Bediener von Web-, Strick- und Wirkmaschinen;Weaving and knitting machine operators;0;1;
28103;Berufe in der Textiltechnik (ohne Spezialisierung) - komplexe Spezialistentätigkeiten;Occupations in textile making (without specialisation)-complex tasks;3115;Maschinenbautechniker;Mechanical engineering technicians;1;1;
28104;Berufe in der Textiltechnik (ohne Spezialisierung) - hoch komplexe Tätigkeiten;Occupations in textile making (without specialisation)-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
28112;Berufe in der Textilgestaltung - fachlich ausgerichtete Tätigkeiten;Occupations in textile design-skilled tasks;7318;Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien;Handicraft workers in textile, leather and related materials;0;3;
28112;Berufe in der Textilgestaltung - fachlich ausgerichtete Tätigkeiten;Occupations in textile design-skilled tasks;7533;Näher, Sticker und verwandte Berufe;Sewing, embroidery and related workers;0;2;
28112;Berufe in der Textilgestaltung - fachlich ausgerichtete Tätigkeiten;Occupations in textile design-skilled tasks;7532;Schnittmustermacher und Zuschneider;Garment and related patternmakers and cutters;0;1;
28113;Berufe in der Textilgestaltung - komplexe Spezialistentätigkeiten;Occupations in textile design-complex tasks;2163;Produkt- und Textildesigner;Product and garment designers;1;1;
28114;Berufe in der Textilgestaltung - hoch komplexe Tätigkeiten;Occupations in textile design-highly complex tasks;2163;Produkt- und Textildesigner;Product and garment designers;1;1;
28122;Berufe in der Textilherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in textile production-skilled tasks;8159;Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt;Textile, fur and leather products machine operators not elsewhere classified;0;3;
28122;Berufe in der Textilherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in textile production-skilled tasks;8152;Bediener von Web-, Strick- und Wirkmaschinen;Weaving and knitting machine operators;0;1;
28122;Berufe in der Textilherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in textile production-skilled tasks;7533;Näher, Sticker und verwandte Berufe;Sewing, embroidery and related workers;0;2;
28123;Berufe in der Textilherstellung - komplexe Spezialistentätigkeiten;Occupations in textile production-complex tasks;3115;Maschinenbautechniker;Mechanical engineering technicians;1;1;
28132;Berufe in der Garn- und Seilherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in spinning and rope-making-skilled tasks;8151;Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen;Fibre preparing, spinning and winding machine operators;0;1;
28132;Berufe in der Garn- und Seilherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in spinning and rope-making-skilled tasks;8152;Bediener von Web-, Strick- und Wirkmaschinen;Weaving and knitting machine operators;0;2;
28133;Berufe in der Garn- und Seilherstellung - komplexe Spezialistentätigkeiten;Occupations in spinning and rope-making-complex tasks;3115;Maschinenbautechniker;Mechanical engineering technicians;1;1;
28142;Berufe in der Textilveredlung - fachlich ausgerichtete Tätigkeiten;Occupations in textile finishing-skilled tasks;8154;Bediener von Bleich- und Färbemaschinen;Bleaching, dyeing and fabric cleaning machine operators;1;1;
28143;Berufe in der Textilveredlung - komplexe Spezialistentätigkeiten;Occupations in textile finishing-complex tasks;3115;Maschinenbautechniker;Mechanical engineering technicians;1;1;
28193;Aufsichtskräfte - Textiltechnik und -produktion;Supervisors in textile making;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
28194;Führungskräfte - Textiltechnik und -produktion;Managers in textile making;1321;Führungskräfte in der Produktion bei der Herstellung von Waren;Manufacturing managers;0;1;
28194;Führungskräfte - Textiltechnik und -produktion;Managers in textile making;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;0;2;
28194;Führungskräfte - Textiltechnik und -produktion;Managers in textile making;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;0;3;
28212;Berufe im Modedesign - fachlich ausgerichtete Tätigkeiten;Occupations in fashion design-skilled tasks;7532;Schnittmustermacher und Zuschneider;Garment and related patternmakers and cutters;1;1;
28213;Berufe im Modedesign - komplexe Spezialistentätigkeiten;Occupations in fashion design-complex tasks;2163;Produkt- und Textildesigner;Product and garment designers;1;1;
28214;Berufe im Modedesign - hoch komplexe Tätigkeiten;Occupations in fashion design-highly complex tasks;2163;Produkt- und Textildesigner;Product and garment designers;1;1;
28221;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - Helfer-/Anlerntätigkeiten;Occupations in the production of clothing, hat and cap making-unskilled/semiskilled tasks;8159;Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt;Textile, fur and leather products machine operators not elsewhere classified;0;3;
28221;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - Helfer-/Anlerntätigkeiten;Occupations in the production of clothing, hat and cap making-unskilled/semiskilled tasks;8153;Bediener von Nähmaschinen;Sewing machine operators;0;1;
28221;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - Helfer-/Anlerntätigkeiten;Occupations in the production of clothing, hat and cap making-unskilled/semiskilled tasks;9329;Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt;Manufacturing labourers not elsewhere classified;0;4;
28221;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - Helfer-/Anlerntätigkeiten;Occupations in the production of clothing, hat and cap making-unskilled/semiskilled tasks;7533;Näher, Sticker und verwandte Berufe;Sewing, embroidery and related workers;0;2;
28222;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in the production of clothing, hat and cap making-skilled tasks;8153;Bediener von Nähmaschinen;Sewing machine operators;0;4;
28222;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in the production of clothing, hat and cap making-skilled tasks;7531;Herren- und Damenschneider, Kürschner und Hutmacher;Tailors, dressmakers, furriers and hatters;0;1;
28222;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in the production of clothing, hat and cap making-skilled tasks;7533;Näher, Sticker und verwandte Berufe;Sewing, embroidery and related workers;0;3;
28222;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in the production of clothing, hat and cap making-skilled tasks;7532;Schnittmustermacher und Zuschneider;Garment and related patternmakers and cutters;0;2;
28223;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - komplexe Spezialistentätigkeiten;Occupations in the production of clothing, hat and cap making-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
28224;Berufe in der Bekleidungs-, Hut- und Mützenherstellung - hoch komplexe Tätigkeiten;Occupations in the production of clothing, hat and cap making-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
28232;Technische Konfektionäre/Konfektionärinnen, Segelmacher/innen - fachlich ausgerichtete Tätigkeiten;Occupations in manufacturing of heavy duty textile products, sail makers-skilled tasks;7533;Näher, Sticker und verwandte Berufe;Sewing, embroidery and related workers;1;1;
28242;Berufe in der Polsterei und Fahrzeuginnenausstattung - fachlich ausgerichtete Tätigkeiten;Occupations in upholstery and interior fitting of vehicles-skilled tasks;7534;Polsterer und verwandte Berufe;Upholsterers and related workers;1;1;
28293;Aufsichtskräfte - Textilverarbeitung;Supervisors in the production of clothing and other textile products;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;1;1;
28294;Führungskräfte - Textilverarbeitung;Managers in the production of clothing and other textile products;1321;Führungskräfte in der Produktion bei der Herstellung von Waren;Manufacturing managers;0;1;
28294;Führungskräfte - Textilverarbeitung;Managers in the production of clothing and other textile products;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;0;2;
28294;Führungskräfte - Textilverarbeitung;Managers in the production of clothing and other textile products;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;0;3;
28301;Berufe in der Leder-, Pelzherstellung und -verarbeitung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in leather- and fur-making and -processing (without specialisation)-unskilled/semiskilled tasks;8159;Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt;Textile, fur and leather products machine operators not elsewhere classified;0;1;
28301;Berufe in der Leder-, Pelzherstellung und -verarbeitung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in leather- and fur-making and -processing (without specialisation)-unskilled/semiskilled tasks;8156;Bediener von Maschinen zur Schuhherstellung und verwandte Berufe;Shoemaking and related machine operators;0;3;
28301;Berufe in der Leder-, Pelzherstellung und -verarbeitung (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten;Occupations in leather- and fur-making and -processing (without specialisation)-unskilled/semiskilled tasks;8155;Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen;Fur and leather preparing machine operators;0;2;
28312;Berufe in der Lederherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in leather making-skilled tasks;7535;Pelzveredler, Gerber und Fellzurichter;Pelt dressers, tanners and fellmongers;1;1;
28313;Berufe in der Lederherstellung - komplexe Spezialistentätigkeiten;Occupations in leather making-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;1;1;
28314;Berufe in der Lederherstellung - hoch komplexe Tätigkeiten;Occupations in leather making-highly complex tasks;2149;Ingenieure, anderweitig nicht genannt;Engineering professionals not elsewhere classified;1;1;
28322;Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten;Occupations in saddlery and production of leather wares;7534;Polsterer und verwandte Berufe;Upholsterers and related workers;0;1;
28322;Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten;Occupations in saddlery and production of leather wares;7536;Schuhmacher und verwandte Berufe;Shoemakers and related workers;0;2;
28332;Berufe in der Schuhherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in shoemaking-skilled tasks;8156;Bediener von Maschinen zur Schuhherstellung und verwandte Berufe;Shoemaking and related machine operators;0;2;
28332;Berufe in der Schuhherstellung - fachlich ausgerichtete Tätigkeiten;Occupations in shoemaking-skilled tasks;7536;Schuhmacher und verwandte Berufe;Shoemakers and related workers;0;1;
28333;Berufe in der Schuhherstellung - komplexe Spezialistentätigkeiten;Occupations in shoemaking-complex tasks;2163;Produkt- und Textildesigner;Product and garment designers;0;1;
28333;Berufe in der Schuhherstellung - komplexe Spezialistentätigkeiten;Occupations in shoemaking-complex tasks;3122;Produktionsleiter bei der Herstellung von Waren;Manufacturing supervisors;0;2;
28342;Berufe in der Pelzbe- und -verarbeitung - fachlich ausgerichtete Tätigkeiten;Occupations in fur treatment and processing-skilled tasks;7531;Herren- und Damenschneider, Kürschner und Hutmacher;Tailors, dressmakers, furriers and hatters;0;1;
28342;Berufe in der Pelzbe- und -verarbeitung - fachlich ausgerichtete Tätigkeiten;Occupations in fur treatment and processing-skilled tasks;7533;Näher, Sticker und verwandte Berufe;Sewing, embroidery and related workers;0;3;
28342;Berufe in der Pelzbe- und -verarbeitung - fachlich ausgerichtete Tätigkeiten;Occupations in fur treatment and processing-skilled tasks;7535;Pelzveredler, Gerber und Fellzurichter;Pelt dressers, tanners and fellmongers;0;2;
28343;Berufe in der Pelzbe- und -verarbeitung - komplexe Spezialistentätigkeiten;Occupations in fur treatment and processing-complex tasks;3119;Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt;Physical and engineering science technicians not elsewhere classified;0;2;
