"","X","ISCO.Code","Stellung.im.Beruf","is_supervisor","self_employed","n_employees","Anzahl","control_work","control_daily","Bezeichnung","isco88","isco88com","simple_wright","power_wright","oesch8","egp7","siops"
"719",3590,"3134","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Steurer von Erdöl- und Erdgasraffinationsanlagen","8155","8155","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","43.00"
"720",3595,"3134","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Steurer von Erdöl- und Erdgasraffinationsanlagen","8155","8155","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","43.00"
"721",3600,"3135","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Steuerer von Verfahren in der Metallerzeugung","8120","8120","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
"722",3605,"3135","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Steuerer von Verfahren in der Metallerzeugung","8120","8120","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
"723",3610,"3139","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Techniker in der Prozesssteuerung, anderweitig nicht genannt","8290","8290","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
"724",3615,"3139","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Techniker in der Prozesssteuerung, anderweitig nicht genannt","8290","8290","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","34.91"
"725",3620,"3141","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Biotechniker (ohne medizinische Fachberufe)","3211","3211","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","52.00"
"726",3625,"3141","Selbstständige ohne Beschäftigte",0,1,0,270,4,2,"Biotechniker (ohne medizinische Fachberufe)","3211","3211","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","52.00"
"727",3630,"3142","Selbstständige mit Beschäftigten",0,1,5,2030,4,2,"Agrartechniker","3212","3212","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","48.57"
"728",3635,"3142","Selbstständige ohne Beschäftigte",0,1,0,1270,4,2,"Agrartechniker","3212","3212","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","48.57"
"729",3640,"3143","Selbstständige mit Beschäftigten",0,1,5,710,4,2,"Forsttechniker","3212","3212","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.00"
"730",3645,"3143","Selbstständige ohne Beschäftigte",0,1,0,690,4,2,"Forsttechniker","3212","3212","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.00"
"731",3650,"3151","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Technische Schiffsoffiziere","3141","3141","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","60.00"
"732",3655,"3151","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Technische Schiffsoffiziere","3141","3141","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","60.00"
"733",3660,"3152","Selbstständige mit Beschäftigten",0,1,5,810,4,2,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen","3142","3142","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","55.44"
"734",3665,"3152","Selbstständige ohne Beschäftigte",0,1,0,890,4,2,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen","3142","3142","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","55.44"
"735",3670,"3153","Selbstständige mit Beschäftigten",0,1,5,250,4,2,"Flugzeugführer und verwandte Berufe","3143","3143","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","66.00"
"736",3675,"3153","Selbstständige ohne Beschäftigte",0,1,0,670,4,2,"Flugzeugführer und verwandte Berufe","3143","3143","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","66.00"
"737",3680,"3154","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Flugverkehrslotsen","3144","3144","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","59.00"
"738",3685,"3154","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Flugverkehrslotsen","3144","3144","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","59.00"
"739",3690,"3155","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Flugsicherungstechniker","3145","3145","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","59.00"
"740",3695,"3155","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Flugsicherungstechniker","3145","3145","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","59.00"
"741",3700,"3211","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte","3133","3133","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","58.00"
"742",3705,"3211","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte","3133","3133","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","58.00"
"743",3710,"3212","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Medizintechniker im Bereich Labor und Pathologie","3211","3211","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","54.58"
"744",3715,"3212","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Medizintechniker im Bereich Labor und Pathologie","3211","3211","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","54.58"
"745",3720,"3213","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Pharmazeutisch-technische Assistenten","3228","3228","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","44.00"
"746",3725,"3213","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Pharmazeutisch-technische Assistenten","3228","3228","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","44.00"
"747",3730,"3214","Selbstständige mit Beschäftigten",0,1,5,3340,4,2,"Medizinische und zahnmedizinische Prothetiktechniker","7311","7311","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","60.00"
"748",3735,"3214","Selbstständige ohne Beschäftigte",0,1,0,1010,4,2,"Medizinische und zahnmedizinische Prothetiktechniker","7311","7311","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","60.00"
"749",3740,"3221","Selbstständige mit Beschäftigten",0,1,5,5370,4,2,"Nicht akademische Krankenpflegefachkräfte","3231","3231","Self empl w/1-9 employees","Small Employers","'Small business owners'","'III Routine non-manual'","44.00"
"750",3745,"3221","Selbstständige ohne Beschäftigte",0,1,0,4130,4,2,"Nicht akademische Krankenpflegefachkräfte","3231","3231","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","44.00"
"751",3750,"3222","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Nicht akademische Geburtshilfefachkräfte","3232","3232","Self empl w/1-9 employees","Small Employers","'Small business owners'","'III Routine non-manual'","44.00"
"752",3755,"3222","Selbstständige ohne Beschäftigte",0,1,0,310,4,2,"Nicht akademische Geburtshilfefachkräfte","3232","3232","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","44.00"
"753",3760,"3230","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Nicht akademische Fachkräfte in traditioneller und komplementärer Medizin","3241","3229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","50.27"
"754",3765,"3230","Selbstständige ohne Beschäftigte",0,1,0,650,4,2,"Nicht akademische Fachkräfte in traditioneller und komplementärer Medizin","3241","3229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","50.27"
"755",3770,"3240","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Veterinärmedizinische Fachkräfte und Assistenten","3227","3227","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","48.00"
"756",3775,"3240","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Veterinärmedizinische Fachkräfte und Assistenten","3227","3227","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","48.00"
"757",3780,"3251","Selbstständige mit Beschäftigten",0,1,5,460,4,2,"Zahnmedizinische Assistenten und Dentalhygieniker","3225","3225","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.87"
"758",3785,"3251","Selbstständige ohne Beschäftigte",0,1,0,300,4,2,"Zahnmedizinische Assistenten und Dentalhygieniker","3225","3225","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.87"
"759",3790,"3252","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Fachkräfte im Bereich medizinische Dokumentation und Information","3229","3229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.87"
"760",3795,"3252","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Fachkräfte im Bereich medizinische Dokumentation und Information","3229","3229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.87"
"761",3800,"3253","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Fachkräfte in der öffentlichen Gesundheitsfürsorge","3229","3229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.87"
"762",3805,"3253","Selbstständige ohne Beschäftigte",0,1,0,380,4,2,"Fachkräfte in der öffentlichen Gesundheitsfürsorge","3229","3229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.87"
"763",3810,"3254","Selbstständige mit Beschäftigten",0,1,5,4880,4,2,"Augenoptiker","3224","3224","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","57.00"
"764",3815,"3254","Selbstständige ohne Beschäftigte",0,1,0,1120,4,2,"Augenoptiker","3224","3224","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","57.00"
"765",3820,"3255","Selbstständige mit Beschäftigten",0,1,5,7550,4,2,"Physiotherapeutische Techniker und Assistenten","3226","3226","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.87"
"766",3825,"3255","Selbstständige ohne Beschäftigte",0,1,0,13240,4,2,"Physiotherapeutische Techniker und Assistenten","3226","3226","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.87"
"767",3830,"3256","Selbstständige mit Beschäftigten",0,1,5,1000,4,2,"Medizinische Assistenten","3221","3221","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","50.00"
"768",3835,"3256","Selbstständige ohne Beschäftigte",0,1,0,1110,4,2,"Medizinische Assistenten","3221","3221","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","50.00"
"769",3840,"3257","Selbstständige mit Beschäftigten",0,1,5,1560,4,2,"Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe","3152","3152","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","48.00"
"770",3845,"3257","Selbstständige ohne Beschäftigte",0,1,0,2110,4,2,"Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe","3152","3152","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","48.00"
"771",3850,"3258","Selbstständige mit Beschäftigten",0,1,5,240,4,2,"Rettungsdienstpersonal","3152","3152","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.87"
"772",3855,"3258","Selbstständige ohne Beschäftigte",0,1,0,430,4,2,"Rettungsdienstpersonal","3152","3152","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.87"
"773",3860,"3259","Selbstständige mit Beschäftigten",0,1,5,3330,4,2,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt","3229","3229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.89"
"774",3865,"3259","Selbstständige ohne Beschäftigte",0,1,0,3830,4,2,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt","3229","3229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.89"
"775",3870,"3311","Selbstständige mit Beschäftigten",0,1,5,5030,4,2,"Wertpapierhändler, -makler und Finanzmakler","3411","3411","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","56.00"
"776",3875,"3311","Selbstständige ohne Beschäftigte",0,1,0,5130,4,2,"Wertpapierhändler, -makler und Finanzmakler","3411","3411","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","56.00"
"777",3880,"3312","Selbstständige mit Beschäftigten",0,1,5,1770,4,2,"Kreditsachbearbeiter","3419","3419","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","45.93"
"778",3885,"3312","Selbstständige ohne Beschäftigte",0,1,0,2430,4,2,"Kreditsachbearbeiter","3419","3419","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","45.93"
"779",3890,"3313","Selbstständige mit Beschäftigten",0,1,5,8030,4,2,"Nicht akademische Fachkräfte im Rechnungswesen","3433","3433","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","43.81"
"780",3895,"3313","Selbstständige ohne Beschäftigte",0,1,0,7220,4,2,"Nicht akademische Fachkräfte im Rechnungswesen","3433","3433","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","43.81"
"781",3900,"3314","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Nicht akademische statistische, mathematische und verwandte Fachkräfte","3434","3434","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","51.00"
"782",3905,"3314","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Nicht akademische statistische, mathematische und verwandte Fachkräfte","3434","3434","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","51.00"
