,ISCO-Code,Berufsgattung(ISCO-Stufe 4),Anzahl,percent,fraktion,major_group
207,3514,Webmaster,10580,0.025777560122260675,Hochspezialisierte Beschäftigte,Techniker und gleichrangige nichttechnische Berufe
208,3521,Techniker für Rundfunk und audiovisuelle Medien,32890,0.0801345890757234,Hochspezialisierte Beschäftigte,Techniker und gleichrangige nichttechnische Berufe
209,3522,Telekommunikationstechniker,12810,0.03121082657525135,Hochspezialisierte Beschäftigte,Techniker und gleichrangige nichttechnische Berufe
210,4110,Allgemeine Bürokräfte,455790,1.1105060612594702,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
211,4120,Sekretariatskräfte (allgemein),1776950,4.329436243785549,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
212,4131,Schreibkräfte und Bediener von Textverarbeitungsanlagen,12340,0.030065698668118788,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
213,4132,Datenerfasser,9480,0.02309747353109936,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
214,4211,Bank- und andere Schalterbedienstete,357140,0.870151022879412,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
215,4212,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",9190,0.02239090524797501,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
216,4213,Pfandleiher und Geldverleiher,340,0.0008283904009044074,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
217,4214,Inkassobeauftragte und verwandte Berufe,2710,0.006602758783679248,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
218,4221,Reiseverkehrsfachkräfte,74390,0.18124694683317313,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
219,4222,Kundeninformationsfachkräfte in Call Centers,61520,0.1498899337165857,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
220,4223,Telefonisten,22240,0.054186477988570646,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
221,4224,Hotelrezeptionisten,69270,0.168772361972495,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
222,4225,Auskunftspersonal,7260,0.0176885715016647,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
223,4227,Interviewer im Bereich Umfragen und Marktforschung,4580,0.011158905988653487,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
224,4311,Bürokräfte im Rechnungswesen und in der Buchhaltung,359730,0.8764614085804191,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
225,4312,"Bürokräfte in der Statistik, im Finanz- und Versicherungswesen",39740,0.09682421921159162,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
226,4313,Bürokräfte in der Lohnbuchhaltung,4370,0.010647253093977236,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
227,4321,Fachkräfte in der Lagerwirtschaft,652740,1.5903633831951263,Industriearbeiter,Bürokräfte und verwandte Berufe
228,4322,Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe,263140,0.6411254414528993,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
229,4323,Bürokräfte in der Transportwirtschaft und verwandte Berufe,225570,0.5495883021529623,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
230,4411,Bibliotheksassistenten,20300,0.04945977981870432,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
231,4412,Postverteiler und -sortierer,200500,0.4885066922980403,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
232,4413,"Kodierer, Korrekturleser und verwandte Bürokräfte",9310,0.022683278330647157,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
233,4415,Bürokräfte für Registratur und Dokumentation,12190,0.029700232314778606,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
234,4416,Bürokräfte im Personalwesen,136380,0.33228200845689143,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
235,4419,"Bürokräfte und verwandte Berufe, anderweitig nicht genannt",96620,0.23540906039818776,Dienstleistungsarbeiter,Bürokräfte und verwandte Berufe
236,5111,Reisebegleiter und Stewards,25540,0.062226737762054604,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
237,5112,Schaffner,19470,0.04743753266355533,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
238,5113,Reiseleiter/Fremdenführer,12310,0.029992605397450748,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
239,5120,Köche,258670,0.6302345441233619,Industriearbeiter,Dienstleistungsberufe und Verkäufer
240,5131,Kellner,475400,1.1582846958528097,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
241,5132,Barkeeper,46760,0.11392804454791203,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
242,5141,Friseure,208700,0.5084855196139701,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
243,5142,Kosmetiker und verwandte Berufe,96850,0.23596944213997603,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
244,5151,"Reinigungs- und Hauswirtschaftsleiter in Büros, Hotels und anderen Einrichtungen",86180,0.2099726022057113,Anleitender Beschäftigter,Dienstleistungsberufe und Verkäufer
245,5152,Hauswirtschafter in Privathaushalten,165070,0.4021835396390898,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
246,5153,Hauswarte,359780,0.8765832306981991,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
247,5161,"Astrologen, Wahrsager und verwandte Berufe",650,0.001583687531140779,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
248,5163,Bestatter und Einbalsamierer,19760,0.04814410094667968,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
249,5164,Tierpfleger und -betreuer,65590,0.15980625410388258,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
250,5165,Fahrschullehrer,32610,0.07945238521615508,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
251,5169,"Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt",930,0.0022658913907091143,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
252,5211,Verkaufsstand- und Marktverkäufer,10710,0.026094297628488833,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
253,5221,Leiter eines Einzelhandelsgeschäftes,74610,0.1817829641514054,Anleitender Beschäftigter,Dienstleistungsberufe und Verkäufer
254,5222,Verkaufsaufsichtskräfte in Handelsgeschäften,38320,0.09336447106663791,Anleitender Beschäftigter,Dienstleistungsberufe und Verkäufer
255,5223,Verkäufer und Verkaufshilfskräfte in Handelsgeschäften,2096790,5.1087079668010364,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
256,5230,Kassierer und Kartenverkäufer,165160,0.4024028194510939,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
257,5241,Mannequins/Dressmen und sonstige Modelle,1200,0.002923730826721438,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
258,5242,Produktvorführer,5100,0.01242585601356611,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
259,5244,Telefonverkäufer,16720,0.04073731618565204,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
260,5245,Tankwarte,26600,0.06480936665899188,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
261,5246,Imbissverkäufer,82660,0.20139632511399505,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
262,5249,"Verkaufskräfte, anderweitig nicht genannt",9760,0.023779677390667695,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
263,5311,Kinderbetreuer,221340,0.5392821509887692,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
264,5312,Lernbetreuer,70030,0.17062405816275192,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
265,5321,Pflegehelfer,292030,0.7115142611062178,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
266,5322,Haus- und Familienpfleger,292210,0.7119528207302261,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
267,5329,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt",13300,0.03240468332949594,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
268,5411,Feuerwehrleute,56670,0.1380731882919199,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
269,5412,Polizisten (ohne Polizeikommissare),189860,0.4625829456344435,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
270,5413,Gefängnisaufseher,27310,0.06653924073146872,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
271,5414,Sicherheitswachpersonal,160920,0.3920723038633448,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
272,5419,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt",32860,0.08006149580505538,Dienstleistungsarbeiter,Dienstleistungsberufe und Verkäufer
273,6111,Ackerbauern und Gemüseanbauer,12030,0.029310401537882416,Industriearbeiter,Landwirtschaftliche Berufe
274,6112,Baum- und Strauchfrüchteanbauer,16320,0.03976273924341155,Industriearbeiter,Landwirtschaftliche Berufe
275,6113,"Gärtner, Saat- und Pflanzenzüchter",257700,0.6278711950384288,Industriearbeiter,Landwirtschaftliche Berufe
276,6121,Nutztierhalter (ohne Geflügel) und Milchproduzenten,28390,0.06917059847551803,Industriearbeiter,Landwirtschaftliche Berufe
277,6122,Geflügelhalter,2810,0.006846403019239367,Industriearbeiter,Landwirtschaftliche Berufe
278,6123,Imker und Seidenraupenzüchter,1870,0.004556147204974241,Industriearbeiter,Landwirtschaftliche Berufe
279,6129,"Tierhalter, anderweitig nicht genannt",390,0.0009502125186844673,Industriearbeiter,Landwirtschaftliche Berufe
280,6130,Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),211370,0.5149908207034253,Industriearbeiter,Landwirtschaftliche Berufe
281,6210,Forstarbeitskräfte und verwandte Berufe,19650,0.047876092287563544,Industriearbeiter,Landwirtschaftliche Berufe
282,6221,Fachkräfte im Bereich Aquakultur,1360,0.0033135616036176294,Industriearbeiter,Landwirtschaftliche Berufe
283,6222,Binnen- und Küstenfischer,2230,0.005433266452990672,Industriearbeiter,Landwirtschaftliche Berufe
284,6223,Hochseefischer,0,0.0,Industriearbeiter,Landwirtschaftliche Berufe
285,7111,Rohbaufacharbeiter im Hochbau,22000,0.05360173182322636,Industriearbeiter,Handwerks- und verwandte Berufe
286,7112,Maurer und verwandte Berufe,144180,0.35128625883058073,Industriearbeiter,Handwerks- und verwandte Berufe
287,7113,"Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer",15960,0.038885619995395124,Industriearbeiter,Handwerks- und verwandte Berufe
288,7114,"Betonierer, Betonoberflächenfertiger und verwandte Berufe",90250,0.21988892259300813,Industriearbeiter,Handwerks- und verwandte Berufe
289,7115,Zimmerleute und Bautischler,118280,0.28818240182050975,Industriearbeiter,Handwerks- und verwandte Berufe
290,7119,"Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt",28040,0.0683178436510576,Industriearbeiter,Handwerks- und verwandte Berufe
291,7121,Dachdecker,69030,0.16818761580715072,Industriearbeiter,Handwerks- und verwandte Berufe
292,7122,Boden- und Fliesenleger,87420,0.21299379072665675,Industriearbeiter,Handwerks- und verwandte Berufe
293,7123,Stuckateure,97080,0.23652982388176433,Industriearbeiter,Handwerks- und verwandte Berufe
294,7124,Isolierer,10690,0.026045568781376812,Industriearbeiter,Handwerks- und verwandte Berufe
295,7125,Glaser,13300,0.03240468332949594,Industriearbeiter,Handwerks- und verwandte Berufe
296,7126,Bauspengler und Sanitär- und Heizungsinstallateure,224340,0.5465914780555728,Industriearbeiter,Handwerks- und verwandte Berufe
297,7127,Klima- und Kälteanlagenbauer,22620,0.055112326083699106,Industriearbeiter,Handwerks- und verwandte Berufe
298,7131,Maler und verwandte Berufe,133750,0.3258741650616603,Industriearbeiter,Handwerks- und verwandte Berufe
299,7132,Lackierer und verwandte Berufe,67030,0.16331473109594832,Industriearbeiter,Handwerks- und verwandte Berufe
300,7133,Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer,16550,0.04032312098519983,Dienstleistungsarbeiter,Handwerks- und verwandte Berufe
301,7211,Former und Kernmacher (für Metallguss),6320,0.015398315687399574,Industriearbeiter,Handwerks- und verwandte Berufe
302,7212,Schweißer und Brennschneider,109830,0.2675944639156796,Industriearbeiter,Handwerks- und verwandte Berufe
303,7213,Blechkaltverformer,49380,0.12031152351958717,Industriearbeiter,Handwerks- und verwandte Berufe
304,7214,Baumetallverformer und Metallbauer,119880,0.29208070958947163,Industriearbeiter,Handwerks- und verwandte Berufe
305,7215,Verspannungsmonteure und Seilspleißer,0,0.0,Industriearbeiter,Handwerks- und verwandte Berufe
306,7221,"Grobschmiede, Hammerschmiede und Schmiedepresser",14030,0.034183286249084816,Industriearbeiter,Handwerks- und verwandte Berufe
307,7222,Werkzeugmechaniker und verwandte Berufe,158000,0.3849578921849893,Industriearbeiter,Handwerks- und verwandte Berufe
308,7223,Werkzeugmaschineneinrichter und -bediener,412030,1.0038873437783618,Industriearbeiter,Handwerks- und verwandte Berufe
309,7224,"Metallpolierer, Rundschleifer und Werkzeugschärfer",29380,0.0715826764075632,Industriearbeiter,Handwerks- und verwandte Berufe
310,7231,Kraftfahrzeugmechaniker und -schlosser,353740,0.8618671188703679,Industriearbeiter,Handwerks- und verwandte Berufe
311,7232,Flugmotorenmechaniker und -schlosser,19490,0.04748626151066736,Industriearbeiter,Handwerks- und verwandte Berufe
312,7233,Landmaschinen- und Industriemaschinenmechaniker und -schlosser,618310,1.506476672891777,Industriearbeiter,Handwerks- und verwandte Berufe
313,7234,Fahrradmechaniker und verwandte Berufe,21480,0.05233478179831373,Industriearbeiter,Handwerks- und verwandte Berufe
314,7311,Präzisionsinstrumentenmacher und -instandsetzer,52080,0.1268899178797104,Industriearbeiter,Handwerks- und verwandte Berufe
315,7312,Musikinstrumentenbauer und -stimmer,5220,0.012718229096238255,Industriearbeiter,Handwerks- und verwandte Berufe
316,7313,Schmuckwarenhersteller und Edelmetallbearbeiter,10370,0.025265907227584424,Industriearbeiter,Handwerks- und verwandte Berufe
317,7314,Keramiker und verwandte Berufe,5350,0.013034966602466412,Industriearbeiter,Handwerks- und verwandte Berufe
318,7315,"Glasmacher, -schneider, -schleifer und -veredler",3810,0.009282845374840566,Industriearbeiter,Handwerks- und verwandte Berufe
319,7316,"Schildermaler, Dekormaler, Graveure und Ätzer",15610,0.0380328651709347,Industriearbeiter,Handwerks- und verwandte Berufe
320,7317,"Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien",3650,0.008893014597944374,Industriearbeiter,Handwerks- und verwandte Berufe
321,7318,"Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien",2580,0.006286021277451092,Industriearbeiter,Handwerks- und verwandte Berufe
322,7319,"Kunsthandwerkliche Berufe, anderweitig nicht genannt",3890,0.009477760763288661,Industriearbeiter,Handwerks- und verwandte Berufe
323,7321,Techniker in der Druckvorstufe,73650,0.17944397949002824,Industriearbeiter,Handwerks- und verwandte Berufe
324,7322,Drucker,50520,0.12308906780497254,Industriearbeiter,Handwerks- und verwandte Berufe
325,7323,Berufe in der Druckweiterverarbeitung und Buchbinder,9480,0.02309747353109936,Industriearbeiter,Handwerks- und verwandte Berufe
326,7411,Bauelektriker und verwandte Berufe,242230,0.5901794317972783,Industriearbeiter,Handwerks- und verwandte Berufe
327,7412,Elektromechaniker und verwandte Berufe,183730,0.44764755399460815,Industriearbeiter,Handwerks- und verwandte Berufe
328,7413,Elektroleitungsinstallateure und Wartungspersonal,10290,0.025070991839136327,Industriearbeiter,Handwerks- und verwandte Berufe
329,7421,Elektroniker und Elektronik-Servicetechniker,120380,0.29329893076727226,Industriearbeiter,Handwerks- und verwandte Berufe
330,7422,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik,156210,0.3805966603684632,Industriearbeiter,Handwerks- und verwandte Berufe
331,7511,"Fleischer, Fischhändler und -verarbeiter und verwandte Berufe",71480,0.17415689957837366,Industriearbeiter,Handwerks- und verwandte Berufe
332,7512,"Bäcker, Konditoren und Konfektmacher",72480,0.17659334193397483,Industriearbeiter,Handwerks- und verwandte Berufe
333,7513,Molkerei- und Käsereifachkräfte,2440,0.005944919347666924,Industriearbeiter,Handwerks- und verwandte Berufe
334,7514,Obst- und Gemüsekonservierer und verwandte Berufe,0,0.0,Industriearbeiter,Handwerks- und verwandte Berufe
335,7515,Nahrungsmittel- und Getränkekoster und -klassierer,900,0.0021927981200410783,Dienstleistungsarbeiter,Handwerks- und verwandte Berufe
336,7516,Tabakaufbereiter und Tabakwarenmacher,0,0.0,Industriearbeiter,Handwerks- und verwandte Berufe
337,7521,Holztrockner und -konservierer,0,0.0,Industriearbeiter,Handwerks- und verwandte Berufe
338,7522,Möbeltischler und verwandte Berufe,197740,0.481782111396581,Industriearbeiter,Handwerks- und verwandte Berufe
339,7523,Einrichter und Bediener von Holzbearbeitungsmaschinen,36200,0.08819921327276338,Industriearbeiter,Handwerks- und verwandte Berufe
340,7531,"Herren- und Damenschneider, Kürschner und Hutmacher",26540,0.0646631801176558,Industriearbeiter,Handwerks- und verwandte Berufe
341,7532,Schnittmustermacher und Zuschneider,1280,0.003118646215169534,Industriearbeiter,Handwerks- und verwandte Berufe
342,7533,"Näher, Sticker und verwandte Berufe",20950,0.051043467349845106,Industriearbeiter,Handwerks- und verwandte Berufe
343,7534,Polsterer und verwandte Berufe,14510,0.03535277857977338,Industriearbeiter,Handwerks- und verwandte Berufe
344,7535,"Pelzveredler, Gerber und Fellzurichter",960,0.00233898466137715,Industriearbeiter,Handwerks- und verwandte Berufe
345,7536,Schuhmacher und verwandte Berufe,11670,0.028433282289865986,Industriearbeiter,Handwerks- und verwandte Berufe
346,7541,Taucher,780,0.0019004250373689346,Dienstleistungsarbeiter,Handwerks- und verwandte Berufe
347,7542,Sprengmeister und Sprengbeauftragte,2770,0.0067489453250153195,Industriearbeiter,Handwerks- und verwandte Berufe
348,7543,Produkttester und -klassierer (ohne Nahrungsmittel und Getränke),155920,0.37989009208533886,Dienstleistungsarbeiter,Handwerks- und verwandte Berufe
349,7544,Kammerjäger und andere Schädlingsbekämpfungsberufe,3600,0.008771192480164313,Dienstleistungsarbeiter,Handwerks- und verwandte Berufe
350,7549,"Handwerks- und verwandte Berufe, anderweitig nicht genannt",65880,0.16051282238700693,Industriearbeiter,Handwerks- und verwandte Berufe
351,8111,Bergleute und Grubenarbeiter,12340,0.030065698668118788,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
352,8112,Bediener von Mineral- und Gesteinsaufbereitungsanlagen,54670,0.13320030358071752,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
353,8113,Tiefbohrer und verwandte Berufe,4700,0.011451279071325633,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
354,8114,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien",20290,0.049435415395148306,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
355,8121,Bediener von Anlagen in der Metallerzeugung und -umformung,55800,0.13595348344254685,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
356,8122,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen",34930,0.08510493148114986,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
357,8131,Bediener von Anlagen und Maschinen für chemische Erzeugnisse,111740,0.2722480688148779,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
358,8132,Bediener von Anlagen für fotografische Erzeugnisse,5170,0.012596406978458196,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
359,8141,Bediener von Maschinen zur Herstellung von Gummiwaren,7930,0.0193209878799175,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
360,8142,Bediener von Maschinen zur Herstellung von Kunststoffwaren,58880,0.14345772589779857,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
361,8143,Bediener von Maschinen zur Herstellung von Papierwaren,45900,0.11183270412209499,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
362,8151,"Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen",2310,0.005628181841438768,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
363,8152,"Bediener von Web-, Strick- und Wirkmaschinen",13650,0.033257438153956355,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
364,8153,Bediener von Nähmaschinen,10530,0.025655738004480615,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
365,8154,Bediener von Bleich- und Färbemaschinen,6790,0.016543443594532133,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
366,8155,Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen,600,0.001461865413360719,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
367,8156,Bediener von Maschinen zur Schuhherstellung und verwandte Berufe,3800,0.009258480951284552,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
368,8157,Bediener von Wäschereimaschinen,40710,0.09918756829652478,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
369,8159,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt",4760,0.011597465612661704,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
370,8160,Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln,71110,0.1732554159068012,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
371,8171,Bediener von Anlagen zur Zellstoff- und Papierherstellung,19210,0.04680405765109902,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
372,8172,Bediener von Anlagen zur Holzaufbereitung,11380,0.027726714006741638,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
373,8181,Bediener von Anlagen zur Glas- und Keramikherstellung,26900,0.06554029936567224,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
374,8182,Bediener von Dampfmaschinen und -kesseln,7990,0.019467174421253574,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
375,8183,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen",74890,0.18246516801097373,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
376,8189,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt",157360,0.38339856907740455,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
377,8211,Berufe der Montage von mechanischen Bauteilen,77630,0.18914102006532102,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
378,8212,Berufe der Montage von elektrischen und elektronischen Geräten,48360,0.11782635231687394,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
379,8219,"Montageberufe, anderweitig nicht genannt",1070,0.0026069933204932822,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
380,8311,Lokomotivführer,48390,0.11789944558754199,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
381,8312,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb",15620,0.03805722959449072,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
382,8322,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer ",353810,0.8620376698352599,,Bediener von Anlagen und Maschinen und Montageberufe
383,8331,Busfahrer und Straßenbahnführer,151610,0.36938902553269765,Dienstleistungsarbeiter,Bediener von Anlagen und Maschinen und Montageberufe
384,8332,Fahrer schwerer Lastkraftwagen,460390,1.1217136960952356,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
385,8341,Führer von mobilen land- und forstwirtschaftlichen Maschinen,12790,0.031162097728139326,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
386,8342,Führer von Erdbewegungs- und verwandten Maschinen,115560,0.28155527861327445,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
387,8343,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen",34560,0.0842034478095774,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
388,8344,Gabelstaplerfahrer und verwandte Berufe,111000,0.270445101471733,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
389,8350,Deckspersonal auf Schiffen und verwandte Berufe,2090,0.005092164523206505,Industriearbeiter,Bediener von Anlagen und Maschinen und Montageberufe
390,9111,Reinigungspersonal und Hilfskräfte in Privathaushalten,181790,0.44292085582474183,Dienstleistungsarbeiter,Hilfsarbeitskräfte
391,9112,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",895960,2.1829548929244496,Dienstleistungsarbeiter,Hilfsarbeitskräfte
392,9121,Handwäscher und Handbügler,2160,0.005262715488098588,Dienstleistungsarbeiter,Hilfsarbeitskräfte
393,9122,Fahrzeugreiniger,13580,0.03308688718906427,Dienstleistungsarbeiter,Hilfsarbeitskräfte
394,9123,Fensterputzer,6690,0.016299799358972016,Dienstleistungsarbeiter,Hilfsarbeitskräfte
395,9129,Sonstiges Reinigungspersonal,31520,0.07679666304854978,Dienstleistungsarbeiter,Hilfsarbeitskräfte
396,9211,Hilfsarbeiter im Ackerbau,15310,0.037301932464254346,Industriearbeiter,Hilfsarbeitskräfte
397,9212,Hilfsarbeiter in der Tierhaltung,10130,0.024681161062240137,Industriearbeiter,Hilfsarbeitskräfte
398,9213,Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),73720,0.17961453045492035,Industriearbeiter,Hilfsarbeitskräfte
399,9214,Hilfsarbeiter im Gartenbau,76880,0.1873136882986201,Industriearbeiter,Hilfsarbeitskräfte
400,9215,Hilfsarbeiter in der Forstwirtschaft,7830,0.01907734364435738,Industriearbeiter,Hilfsarbeitskräfte
401,9216,Hilfsarbeiter in der Fischerei und Aquakultur,940,0.0022902558142651264,Industriearbeiter,Hilfsarbeitskräfte
402,9311,Hilfsarbeiter im Bergbau und in der Gewinnung von Steinen und Erden,2340,0.005701275112106804,Industriearbeiter,Hilfsarbeitskräfte
403,9312,Hilfsarbeiter im Tiefbau,95370,0.23236350745368628,Industriearbeiter,Hilfsarbeitskräfte
404,9313,Hilfsarbeiter im Hochbau,113980,0.27770569969142456,Industriearbeiter,Hilfsarbeitskräfte
405,9321,Verpacker,108450,0.26423217346495,Industriearbeiter,Hilfsarbeitskräfte
406,9329,"Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt",314140,0.7653840015885603,Industriearbeiter,Hilfsarbeitskräfte
407,9331,Führer von Handwagen und pedalbetriebenen Fahrzeugen,5330,0.012986237755354386,Industriearbeiter,Hilfsarbeitskräfte
408,9332,Führer von Fahrzeugen und Maschinen mit Zugtierantrieb,1260,0.0030699173680575095,Industriearbeiter,Hilfsarbeitskräfte
409,9333,Frachtarbeiter und verwandte Berufe,360140,0.8774603499462155,Industriearbeiter,Hilfsarbeitskräfte
410,9334,Regalbetreuer und -auffüller,109200,0.26605950523165084,Dienstleistungsarbeiter,Hilfsarbeitskräfte
411,9411,Zubereiter von Fast Food und anderen Imbissen,17130,0.041736257551448525,Industriearbeiter,Hilfsarbeitskräfte
412,9412,Küchenhilfen,250270,0.6097684283363118,Industriearbeiter,Hilfsarbeitskräfte
413,9510,Auf der Straße arbeitende Dienstleistungskräfte und verwandte Berufe,930,0.0022658913907091143,Dienstleistungsarbeiter,Hilfsarbeitskräfte
414,9611,Arbeiter in der Abfall- und Wertstoffsammlung,20910,0.05094600965562105,Industriearbeiter,Hilfsarbeitskräfte
415,9612,Arbeiter in der Abfallsortierung,32280,0.07864835923880668,Industriearbeiter,Hilfsarbeitskräfte
